Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
205.0,14.0,1.24,169.0,-181.0,1.0275,-309.0,Down
-309.0,205.0,14.0,1.24,169.0,1.1532,1.24,Up
1.24,-309.0,205.0,14.0,1.24,1.5782,129.0,Up
129.0,1.24,-309.0,205.0,14.0,1.4945,237.0,Up
237.0,129.0,1.24,-309.0,205.0,1.7049,496.0,Up
496.0,237.0,129.0,1.24,-309.0,1.8684,-889.0,Down
-889.0,496.0,237.0,129.0,1.24,1.7207,479.0,Up
479.0,-889.0,496.0,237.0,129.0,1.5102,-533.0,Down
-533.0,479.0,-889.0,496.0,237.0,1.5959,829.0,Up
829.0,-533.0,479.0,-889.0,496.0,1.5146,135.0,Up
135.0,829.0,-533.0,479.0,-889.0,1695.0,687.0,Up
687.0,135.0,829.0,-533.0,479.0,1.7211,-93.0,Down
-93.0,687.0,135.0,829.0,-533.0,1.6982,777.0,Up
777.0,-93.0,687.0,135.0,829.0,1.7576,-321.0,Down
-321.0,777.0,-93.0,687.0,135.0,1.6937,-209.0,Down
-209.0,-321.0,777.0,-93.0,687.0,1.5612,1211.0,Up
1211.0,-209.0,-321.0,777.0,-93.0,1.4806,-0.98,Down
-0.98,1211.0,-209.0,-321.0,777.0,1.6731,-1361.0,Down
-1361.0,-0.98,1211.0,-209.0,-321.0,1842.0,499.0,Up
499.0,-1361.0,-0.98,1211.0,-209.0,1.9219,-263.0,Down
-263.0,499.0,-1361.0,-0.98,1211.0,1635.0,365.0,Up
365.0,-263.0,499.0,-1361.0,-0.98,1.5992,68.0,Up
68.0,365.0,-263.0,499.0,-1361.0,1.4769,-837.0,Down
-837.0,68.0,365.0,-263.0,499.0,1.6348,184.0,Up
184.0,-837.0,68.0,365.0,-263.0,1.5666,1256.0,Up
1256.0,184.0,-837.0,68.0,365.0,1.4776,-258.0,Down
-258.0,1256.0,184.0,-837.0,68.0,1.3035,503.0,Up
503.0,-258.0,1256.0,184.0,-837.0,1.4039,1067.0,Up
1067.0,503.0,-258.0,1256.0,184.0,1.6993,-488.0,Down
-488.0,1067.0,503.0,-258.0,1256.0,1.4643,-547.0,Down
-547.0,-488.0,1067.0,503.0,-258.0,1.3292,976.0,Up
976.0,-547.0,-488.0,1067.0,503.0,1.3965,-447.0,Down
-447.0,976.0,-547.0,-488.0,1067.0,1.3824,-413.0,Down
-413.0,-447.0,976.0,-547.0,-488.0,1.5628,-257.0,Down
-257.0,-413.0,-447.0,976.0,-547.0,1.4796,-273.0,Down
-273.0,-257.0,-413.0,-447.0,976.0,1.3804,-167.0,Down
-167.0,-273.0,-257.0,-413.0,-447.0,1.5436,402.0,Up
402.0,-167.0,-273.0,-257.0,-413.0,1.3607,108.0,Up
108.0,402.0,-167.0,-273.0,-257.0,1.3839,3.0,Up
3.0,108.0,402.0,-167.0,-273.0,1.5404,963.0,Up
963.0,3.0,108.0,402.0,-167.0,1.4971,-594.0,Down
-594.0,963.0,3.0,108.0,402.0,1476.0,168.0,Up
168.0,-594.0,963.0,3.0,108.0,1.3345,334.0,Up
334.0,168.0,-594.0,963.0,3.0,1.2658,172.0,Up
172.0,334.0,168.0,-594.0,963.0,1.3982,-835.0,Down
-835.0,172.0,334.0,168.0,-594.0,1.2544,-577.0,Down
-577.0,-835.0,172.0,334.0,168.0,1.4994,-1463.0,Down
-1463.0,-577.0,-835.0,172.0,334.0,1.6484,-1522.0,Down
-1522.0,-1463.0,-577.0,-835.0,172.0,1.8899,1246.0,Up
1246.0,-1522.0,-1463.0,-577.0,-835.0,1.3885,-1435.0,Down
-1435.0,1246.0,-1522.0,-1463.0,-577.0,1.6006,562.0,Up
562.0,-1435.0,1246.0,-1522.0,-1463.0,1.5007,1175.0,Up
1175.0,562.0,-1435.0,1246.0,-1522.0,1.4901,-127.0,Down
-127.0,1175.0,562.0,-1435.0,1246.0,1.3692,-1117.0,Down
-1117.0,-127.0,1175.0,562.0,-1435.0,1.4574,-1296.0,Down
-1296.0,-1117.0,-127.0,1175.0,562.0,1.4523,-132.0,Down
-132.0,-1296.0,-1117.0,-127.0,1175.0,1.4582,-239.0,Down
-239.0,-132.0,-1296.0,-1117.0,-127.0,1.5278,1637.0,Up
1637.0,-239.0,-132.0,-1296.0,-1117.0,1.4717,-102.0,Down
-102.0,1637.0,-239.0,-132.0,-1296.0,1.3191,1.3,Up
1.3,-102.0,1637.0,-239.0,-132.0,1.4055,404.0,Up
404.0,1.3,-102.0,1637.0,-239.0,1.3324,-0.07,Down
-0.07,404.0,1.3,-102.0,1637.0,1.5607,529.0,Up
529.0,-0.07,404.0,1.3,-102.0,1.5607,851.0,Up
851.0,529.0,-0.07,404.0,1.3,1.6292,767.0,Up
767.0,851.0,529.0,-0.07,404.0,1.4137,-209.0,Down
-209.0,767.0,851.0,529.0,-0.07,1.3977,-665.0,Down
-665.0,-209.0,767.0,851.0,529.0,1.4588,-106.0,Down
-106.0,-665.0,-209.0,767.0,851.0,1.1998,516.0,Up
516.0,-106.0,-665.0,-209.0,767.0,1.1024,-1376.0,Down
-1376.0,516.0,-106.0,-665.0,-209.0,1.4232,-112.0,Down
-112.0,-1376.0,516.0,-106.0,-665.0,1.5477,59.0,Up
59.0,-112.0,-1376.0,516.0,-106.0,1.5687,511.0,Up
511.0,59.0,-112.0,-1376.0,516.0,1.4878,107.0,Up
107.0,511.0,59.0,-112.0,-1376.0,1.1949,-1556.0,Down
-1556.0,107.0,511.0,59.0,-112.0,1.5085,531.0,Up
531.0,-1556.0,107.0,511.0,59.0,1.7381,1409.0,Up
1409.0,531.0,-1556.0,107.0,511.0,1.8267,59.0,Up
59.0,1409.0,531.0,-1556.0,107.0,1.3961,-445.0,Down
-445.0,59.0,1409.0,531.0,-1556.0,1.2906,227.0,Up
227.0,-445.0,59.0,1409.0,531.0,1518.0,-1379.0,Down
-1379.0,227.0,-445.0,59.0,1409.0,1.8556,-759.0,Down
-759.0,-1379.0,227.0,-445.0,59.0,1859.0,-592.0,Down
-592.0,-759.0,-1379.0,227.0,-445.0,1.6347,0.92,Up
0.92,-592.0,-759.0,-1379.0,227.0,1.5716,184.0,Up
184.0,0.92,-592.0,-759.0,-1379.0,1.6621,177.0,Up
177.0,184.0,0.92,-592.0,-759.0,1469.0,-672.0,Down
-672.0,177.0,184.0,0.92,-592.0,1.5093,-1373.0,Down
-1373.0,-672.0,177.0,184.0,0.92,1.6536,-1054.0,Down
-1054.0,-1373.0,-672.0,177.0,184.0,1.9184,766.0,Up
766.0,-1054.0,-1373.0,-672.0,177.0,1.5338,167.0,Up
167.0,766.0,-1054.0,-1373.0,-672.0,1.6976,-77.0,Down
-77.0,167.0,766.0,-1054.0,-1373.0,1.4111,-67.0,Down
-67.0,-77.0,167.0,766.0,-1054.0,1.3359,-1059.0,Down
-1059.0,-67.0,-77.0,167.0,766.0,1.4301,682.0,Up
682.0,-1059.0,-67.0,-77.0,167.0,1353.0,-257.0,Down
-257.0,682.0,-1059.0,-67.0,-77.0,1.5486,47.0,Up
47.0,-257.0,682.0,-1059.0,-67.0,1211.0,401.0,Up
401.0,47.0,-257.0,682.0,-1059.0,1.2586,169.0,Up
169.0,401.0,47.0,-257.0,682.0,1.2275,1.61,Up
1.61,169.0,401.0,47.0,-257.0,1.5457,0.17,Up
0.17,1.61,169.0,401.0,47.0,1.3694,569.0,Up
569.0,0.17,1.61,169.0,401.0,1.4475,-54.0,Down
-54.0,569.0,0.17,1.61,169.0,1.1726,46.0,Up
46.0,-54.0,569.0,0.17,1.61,1238.0,338.0,Up
338.0,46.0,-54.0,569.0,0.17,1.2517,-742.0,Down
-742.0,338.0,46.0,-54.0,569.0,1.2324,525.0,Up
525.0,-742.0,338.0,46.0,-54.0,1.1153,1596.0,Up
1596.0,525.0,-742.0,338.0,46.0,1.2118,154.0,Up
154.0,1596.0,525.0,-742.0,338.0,1.1903,-0.95,Down
-0.95,154.0,1596.0,525.0,-742.0,1.2768,454.0,Up
454.0,-0.95,154.0,1596.0,525.0,1.1606,-984.0,Down
-984.0,454.0,-0.95,154.0,1596.0,1.1794,597.0,Up
597.0,-984.0,454.0,-0.95,154.0,1.3459,137.0,Up
137.0,597.0,-984.0,454.0,-0.95,1.1684,-133.0,Down
-133.0,137.0,597.0,-984.0,454.0,1.2967,262.0,Up
262.0,-133.0,137.0,597.0,-984.0,1.5006,-416.0,Down
-416.0,262.0,-133.0,137.0,597.0,1.1239,364.0,Up
364.0,-416.0,262.0,-133.0,137.0,1.3823,851.0,Up
851.0,364.0,-416.0,262.0,-133.0,1.4442,-298.0,Down
-298.0,851.0,364.0,-416.0,262.0,1.3949,-545.0,Down
-545.0,-298.0,851.0,364.0,-416.0,1.8129,-95.0,Down
-95.0,-545.0,-298.0,851.0,364.0,1.3546,251.0,Up
251.0,-95.0,-545.0,-298.0,851.0,1375.0,408.0,Up
408.0,251.0,-95.0,-545.0,-298.0,1.4738,-1043.0,Down
-1043.0,408.0,251.0,-95.0,-545.0,1.4957,-315.0,Down
-315.0,-1043.0,408.0,251.0,-95.0,1085.0,-815.0,Down
-815.0,-315.0,-1043.0,408.0,251.0,1.2833,0.19,Up
0.19,-815.0,-315.0,-1043.0,408.0,1.3286,-824.0,Down
-824.0,0.19,-815.0,-315.0,-1043.0,1.4011,334.0,Up
334.0,-824.0,0.19,-815.0,-315.0,1.1863,138.0,Up
138.0,334.0,-824.0,0.19,-815.0,1.1146,71.0,Up
71.0,138.0,334.0,-824.0,0.19,1.1997,-329.0,Down
-329.0,71.0,138.0,334.0,-824.0,1462.0,-0.43,Down
-0.43,-329.0,71.0,138.0,334.0,1.4087,-479.0,Down
-479.0,-0.43,-329.0,71.0,138.0,1.4503,-44.0,Down
-44.0,-479.0,-0.43,-329.0,71.0,1.3199,706.0,Up
706.0,-44.0,-479.0,-0.43,-329.0,1.4458,-1334.0,Down
-1334.0,706.0,-44.0,-479.0,-0.43,1.6795,271.0,Up
271.0,-1334.0,706.0,-44.0,-479.0,1.6808,-0.97,Down
-0.97,271.0,-1334.0,706.0,-44.0,1.3375,-196.0,Down
-196.0,-0.97,271.0,-1334.0,706.0,1.4134,993.0,Up
993.0,-196.0,-0.97,271.0,-1334.0,1.6108,54.0,Up
54.0,993.0,-196.0,-0.97,271.0,1.5543,457.0,Up
457.0,54.0,993.0,-196.0,-0.97,1.5301,117.0,Up
117.0,457.0,54.0,993.0,-196.0,1.2982,445.0,Up
445.0,117.0,457.0,54.0,993.0,1276.0,-626.0,Down
-626.0,445.0,117.0,457.0,54.0,1.3383,-96.0,Down
-96.0,-626.0,445.0,117.0,457.0,1.3692,-1632.0,Down
-1632.0,-96.0,-626.0,445.0,117.0,1.3974,-1548.0,Down
-1548.0,-1632.0,-96.0,-626.0,445.0,1521.0,117.0,Up
117.0,-1548.0,-1632.0,-96.0,-626.0,1086.0,1297.0,Up
1297.0,117.0,-1548.0,-1632.0,-96.0,1.2456,-301.0,Down
-301.0,1297.0,117.0,-1548.0,-1632.0,1.4104,-1168.0,Down
-1168.0,-301.0,1297.0,117.0,-1548.0,1.4051,148.0,Up
148.0,-1168.0,-301.0,1297.0,117.0,1.1751,1366.0,Up
1366.0,148.0,-1168.0,-301.0,1297.0,1.2062,0.22,Up
0.22,1366.0,148.0,-1168.0,-301.0,1.2678,1244.0,Up
1244.0,0.22,1366.0,148.0,-1168.0,1.2825,-0.36,Down
-0.36,1244.0,0.22,1366.0,148.0,1.2494,652.0,Up
652.0,-0.36,1244.0,0.22,1366.0,1.1999,-243.0,Down
-243.0,652.0,-0.36,1244.0,0.22,1.0219,47.0,Up
47.0,-243.0,652.0,-0.36,1244.0,1.0925,0.8,Up
0.8,47.0,-243.0,652.0,-0.36,1.1922,12.0,Up
12.0,0.8,47.0,-243.0,652.0,1.0236,243.0,Up
243.0,12.0,0.8,47.0,-243.0,0.8454,-778.0,Down
-778.0,243.0,12.0,0.8,47.0,0.8431,463.0,Up
463.0,-778.0,243.0,12.0,0.8,1.1382,151.0,Up
151.0,463.0,-778.0,243.0,12.0,1.1421,1121.0,Up
1121.0,151.0,463.0,-778.0,243.0,1.1184,-418.0,Down
-418.0,1121.0,151.0,463.0,-778.0,0.92417,689.0,Up
689.0,-418.0,1121.0,151.0,463.0,1.2144,-449.0,Down
-449.0,689.0,-418.0,1121.0,151.0,1.2463,189.0,Up
189.0,-449.0,689.0,-418.0,1121.0,1.3713,495.0,Up
495.0,189.0,-449.0,689.0,-418.0,1.2612,169.0,Up
169.0,495.0,189.0,-449.0,689.0,1.2998,223.0,Up
223.0,169.0,495.0,189.0,-449.0,1.2045,-705.0,Down
-705.0,223.0,169.0,495.0,189.0,1256.0,279.0,Up
279.0,-705.0,223.0,169.0,495.0,1.1139,449.0,Up
449.0,279.0,-705.0,223.0,169.0,1.4226,-563.0,Down
-563.0,449.0,279.0,-705.0,223.0,1.1976,633.0,Up
633.0,-563.0,449.0,279.0,-705.0,1325.0,-1394.0,Down
-1394.0,633.0,-563.0,449.0,279.0,1.3799,-467.0,Down
-467.0,-1394.0,633.0,-563.0,449.0,1.2863,158.0,Up
158.0,-467.0,-1394.0,633.0,-563.0,1.2554,-594.0,Down
-594.0,158.0,-467.0,-1394.0,633.0,1.2635,593.0,Up
593.0,-594.0,158.0,-467.0,-1394.0,1.3966,427.0,Up
427.0,593.0,-594.0,158.0,-467.0,1.4029,-0.02,Down
-0.02,427.0,593.0,-594.0,158.0,1748.0,1518.0,Up
1518.0,-0.02,427.0,593.0,-594.0,1.5822,324.0,Up
324.0,1518.0,-0.02,427.0,593.0,1534.0,-61.0,Down
-61.0,324.0,1518.0,-0.02,427.0,1.4184,667.0,Up
667.0,-61.0,324.0,1518.0,-0.02,1.4167,-998.0,Down
-998.0,667.0,-61.0,324.0,1518.0,1.4475,-753.0,Down
-753.0,-998.0,667.0,-61.0,324.0,1.2916,201.0,Up
201.0,-753.0,-998.0,667.0,-61.0,0.9438,-227.0,Down
-227.0,201.0,-753.0,-998.0,667.0,1.3201,-0.73,Down
-0.73,-227.0,201.0,-753.0,-998.0,1.5462,-0.93,Down
-0.93,-0.73,-227.0,201.0,-753.0,1.4895,445.0,Up
445.0,-0.93,-0.73,-227.0,201.0,1.6451,525.0,Up
525.0,445.0,-0.93,-0.73,-227.0,1.3733,-969.0,Down
-969.0,525.0,445.0,-0.93,-0.73,1.7375,39.0,Up
39.0,-969.0,525.0,445.0,-0.93,1.6857,256.0,Up
256.0,39.0,-969.0,525.0,445.0,1673.0,-972.0,Down
-972.0,256.0,39.0,-969.0,525.0,1.4696,-86.0,Down
-86.0,-972.0,256.0,39.0,-969.0,1.3805,1488.0,Up
1488.0,-86.0,-972.0,256.0,39.0,1.6854,1288.0,Up
1288.0,1488.0,-86.0,-972.0,256.0,1.7419,181.0,Up
181.0,1288.0,1488.0,-86.0,-972.0,1.6282,245.0,Up
245.0,181.0,1288.0,1488.0,-86.0,1.5008,27.0,Up
27.0,245.0,181.0,1288.0,1488.0,1.3959,4.0,Up
4.0,27.0,245.0,181.0,1288.0,1659.0,1118.0,Up
1118.0,4.0,27.0,245.0,181.0,1.7675,1616.0,Up
1616.0,1118.0,4.0,27.0,245.0,1.7827,387.0,Up
387.0,1616.0,1118.0,4.0,27.0,1.7244,-0.11,Down
-0.11,387.0,1616.0,1118.0,4.0,1.3587,-0.07,Down
-0.07,-0.11,387.0,1616.0,1118.0,1.4508,-101.0,Down
-101.0,-0.07,-0.11,387.0,1616.0,1.5043,909.0,Up
909.0,-101.0,-0.07,-0.11,387.0,1393.0,911.0,Up
911.0,909.0,-101.0,-0.07,-0.11,1.5316,-0.03,Down
-0.03,911.0,909.0,-101.0,-0.07,1.4533,-708.0,Down
-708.0,-0.03,911.0,909.0,-101.0,1.3644,554.0,Up
554.0,-708.0,-0.03,911.0,909.0,1.6842,136.0,Up
136.0,554.0,-708.0,-0.03,911.0,1.4567,-1116.0,Down
-1116.0,136.0,554.0,-708.0,-0.03,1.5266,0.59,Up
0.59,-1116.0,136.0,554.0,-708.0,1.3927,-25.0,Down
-25.0,0.59,-1116.0,136.0,554.0,1.4283,0.41,Up
0.41,-25.0,0.59,-1116.0,136.0,1.1496,75.0,Up
75.0,0.41,-25.0,0.59,-1116.0,0.50458,-345.0,Down
-345.0,75.0,0.41,-25.0,0.59,1.3785,-403.0,Down
-403.0,-345.0,75.0,0.41,-25.0,1.5535,1495.0,Up
1495.0,-403.0,-345.0,75.0,0.41,1.7728,-87.0,Down
-87.0,1495.0,-403.0,-345.0,75.0,1.7749,71.0,Up
71.0,-87.0,1495.0,-403.0,-345.0,1.5667,-77.0,Down
-77.0,71.0,-87.0,1495.0,-403.0,1.3544,-1107.0,Down
-1107.0,-77.0,71.0,-87.0,1495.0,1.5339,488.0,Up
488.0,-1107.0,-77.0,71.0,-87.0,1.5252,544.0,Up
544.0,488.0,-1107.0,-77.0,71.0,1.6247,-104.0,Down
-104.0,544.0,488.0,-1107.0,-77.0,1.4437,899.0,Up
899.0,-104.0,544.0,488.0,-1107.0,1.4361,392.0,Up
392.0,899.0,-104.0,544.0,488.0,1.5444,194.0,Up
194.0,392.0,899.0,-104.0,544.0,1.6958,-208.0,Down
-208.0,194.0,392.0,899.0,-104.0,1.7939,-749.0,Down
-749.0,-208.0,194.0,392.0,899.0,2335.0,38.0,Up
38.0,-749.0,-208.0,194.0,392.0,1.4228,904.0,Up
904.0,38.0,-749.0,-208.0,194.0,1.4837,342.0,Up
342.0,904.0,38.0,-749.0,-208.0,1.3908,46.0,Up
46.0,342.0,904.0,38.0,-749.0,0.9561,-431.0,Down
-431.0,46.0,342.0,904.0,38.0,922.0,715.0,Up
715.0,-431.0,46.0,342.0,904.0,983.0,-7.0,Down
-7.0,715.0,-431.0,46.0,342.0,0.9259,8.0,Up
8.0,-7.0,715.0,-431.0,46.0,0.8298,-134.0,Down
-134.0,8.0,-7.0,715.0,-431.0,0.7869,-812.0,Down
-812.0,-134.0,8.0,-7.0,715.0,1.5108,-1167.0,Down
-1167.0,-812.0,-134.0,8.0,-7.0,1721.0,-363.0,Down
-363.0,-1167.0,-812.0,-134.0,8.0,1.7389,351.0,Up
351.0,-363.0,-1167.0,-812.0,-134.0,1.5691,-143.0,Down
-143.0,351.0,-363.0,-1167.0,-812.0,1.4779,342.0,Up
342.0,-143.0,351.0,-363.0,-1167.0,1.4904,-0.61,Down
-0.61,342.0,-143.0,351.0,-363.0,1.4888,398.0,Up
398.0,-0.61,342.0,-143.0,351.0,1.5621,-863.0,Down
-863.0,398.0,-0.61,342.0,-143.0,1.5103,0.6,Up
0.6,-863.0,398.0,-0.61,342.0,1.3354,967.0,Up
967.0,0.6,-863.0,398.0,-0.61,1.5968,-949.0,Down
-949.0,967.0,0.6,-863.0,398.0,1.4987,-778.0,Down
-778.0,-949.0,967.0,0.6,-863.0,1692.0,-641.0,Down
-641.0,-778.0,-949.0,967.0,0.6,1.6435,-353.0,Down
-353.0,-641.0,-778.0,-949.0,967.0,1.4946,0.4,Up
0.4,-353.0,-641.0,-778.0,-949.0,1.6104,484.0,Up
484.0,0.4,-353.0,-641.0,-778.0,1.6359,41.0,Up
41.0,484.0,0.4,-353.0,-641.0,1.6006,-272.0,Down
-272.0,41.0,484.0,0.4,-353.0,1.6418,846.0,Up
846.0,-272.0,41.0,484.0,0.4,1.6798,689.0,Up
689.0,846.0,-272.0,41.0,484.0,1.68198,318.0,Up
318.0,689.0,846.0,-272.0,41.0,1.56174,-277.0,Down
-277.0,318.0,689.0,846.0,-272.0,1.55446,1104.0,Up
1104.0,-277.0,318.0,689.0,846.0,1.64816,-109.0,Down
-109.0,1104.0,-277.0,318.0,689.0,1.34727,48.0,Up
48.0,-109.0,1104.0,-277.0,318.0,1.41617,-858.0,Down
-858.0,48.0,-109.0,1104.0,-277.0,1.51104,421.0,Up
421.0,-858.0,48.0,-109.0,1104.0,1.49167,693.0,Up
693.0,421.0,-858.0,48.0,-109.0,1.5623,0.07,Up
0.07,693.0,421.0,-858.0,48.0,1.29018,0.33,Up
0.33,0.07,693.0,421.0,-858.0,1.52708,18.0,Up
18.0,0.33,0.07,693.0,421.0,1.4901,-792.0,Down
-792.0,18.0,0.33,0.07,693.0,1.58012,0.07,Up
0.07,-792.0,18.0,0.33,0.07,1.5512,-1451.0,Down
-1451.0,0.07,-792.0,18.0,0.33,1.74494,561.0,Up
561.0,-1451.0,0.07,-792.0,18.0,1.50109,789.0,Up
789.0,561.0,-1451.0,0.07,-792.0,1.51875,931.0,Up
931.0,789.0,561.0,-1451.0,0.07,1.52368,-641.0,Down
-641.0,931.0,789.0,561.0,-1451.0,1.79548,566.0,Up
566.0,-641.0,931.0,789.0,561.0,1.70806,-27.0,Down
-27.0,566.0,-641.0,931.0,789.0,1.56854,32.0,Up
32.0,-27.0,566.0,-641.0,931.0,1.61624,962.0,Up
962.0,32.0,-27.0,566.0,-641.0,1.63682,261.0,Up
261.0,962.0,32.0,-27.0,566.0,1.48883,-0.48,Down
-0.48,261.0,962.0,32.0,-27.0,1.52309,-1019.0,Down
-1019.0,-0.48,261.0,962.0,32.0,1.70497,186.0,Up
186.0,-1019.0,-0.48,261.0,962.0,1.60402,-758.0,Down
-758.0,186.0,-1019.0,-0.48,261.0,1.44982,562.0,Up
562.0,-758.0,186.0,-1019.0,-0.48,1.43743,-752.0,Down
-752.0,562.0,-758.0,186.0,-1019.0,1.51353,-808.0,Down
-808.0,-752.0,562.0,-758.0,186.0,1.65319,0.18,Up
0.18,-808.0,-752.0,562.0,-758.0,1.58193,-47.0,Down
-47.0,0.18,-808.0,-752.0,562.0,2.34437,-493.0,Down
-493.0,-47.0,0.18,-808.0,-752.0,1.81944,-1.02,Down
-1.02,-493.0,-47.0,0.18,-808.0,2.11447,0.07,Up
0.07,-1.02,-493.0,-47.0,0.18,2.24687,-95.0,Down
-95.0,0.07,-1.02,-493.0,-47.0,1.72172,244.0,Up
244.0,-95.0,0.07,-1.02,-493.0,1.74622,-0.76,Down
-0.76,244.0,-95.0,0.07,-1.02,2.22325,1377.0,Up
1377.0,-0.76,244.0,-95.0,0.07,2.09711,-69.0,Down
-69.0,1377.0,-0.76,244.0,-95.0,2.21423,-0.65,Down
-0.65,-69.0,1377.0,-0.76,244.0,2.16869,273.0,Up
273.0,-0.65,-69.0,1377.0,-0.76,2.07977,448.0,Up
448.0,273.0,-0.65,-69.0,1377.0,1.8708,227.0,Up
227.0,448.0,273.0,-0.65,-69.0,1.7974,597.0,Up
597.0,227.0,448.0,273.0,-0.65,1.90062,-834.0,Down
-834.0,597.0,227.0,448.0,273.0,1.66133,1.0,Up
1.0,-834.0,597.0,227.0,448.0,1.52531,555.0,Up
555.0,1.0,-834.0,597.0,227.0,1.97983,-1176.0,Down
-1176.0,555.0,1.0,-834.0,597.0,2.04974,-1.0,Down
-1.0,-1176.0,555.0,1.0,-834.0,2.35504,-1672.0,Down
-1672.0,-1.0,-1176.0,555.0,1.0,2.68996,294.0,Up
294.0,-1672.0,-1.0,-1176.0,555.0,2.18067,593.0,Up
593.0,294.0,-1672.0,-1.0,-1176.0,2.1427,-1325.0,Down
-1325.0,593.0,294.0,-1672.0,-1.0,2.21705,1974.0,Up
1974.0,-1325.0,593.0,294.0,-1672.0,2.30856,-675.0,Down
-675.0,1974.0,-1325.0,593.0,294.0,2.04588,866.0,Up
866.0,-675.0,1974.0,-1325.0,593.0,1.79503,-884.0,Down
-884.0,866.0,-675.0,1974.0,-1325.0,1.95974,395.0,Up
395.0,-884.0,866.0,-675.0,1974.0,2.15152,-1138.0,Down
-1138.0,395.0,-884.0,866.0,-675.0,2.18227,1192.0,Up
1192.0,-1138.0,395.0,-884.0,866.0,2.36236,459.0,Up
459.0,1192.0,-1138.0,395.0,-884.0,1.98004,-85.0,Down
-85.0,459.0,1192.0,-1138.0,395.0,2.16702,1247.0,Up
1247.0,-85.0,459.0,1192.0,-1138.0,2.30648,-257.0,Down
-257.0,1247.0,-85.0,459.0,1192.0,1.9971,-109.0,Down
-109.0,-257.0,1247.0,-85.0,459.0,1.7072,639.0,Up
639.0,-109.0,-257.0,1247.0,-85.0,1.85702,-1071.0,Down
-1071.0,639.0,-109.0,-257.0,1247.0,1.88966,419.0,Up
419.0,-1071.0,639.0,-109.0,-257.0,1.83497,-1003.0,Down
-1003.0,419.0,-1071.0,639.0,-109.0,1.99529,-458.0,Down
-458.0,-1003.0,419.0,-1071.0,639.0,2.18859,1009.0,Up
1009.0,-458.0,-1003.0,419.0,-1071.0,1.85686,696.0,Up
696.0,1009.0,-458.0,-1003.0,419.0,1.88726,1002.0,Up
1002.0,696.0,1009.0,-458.0,-1003.0,2.26632,466.0,Up
466.0,1002.0,696.0,1009.0,-458.0,1.77586,-151.0,Down
-151.0,466.0,1002.0,696.0,1009.0,1.63175,385.0,Up
385.0,-151.0,466.0,1002.0,696.0,1.68117,18.0,Up
18.0,385.0,-151.0,466.0,1002.0,1681.0,-0.34,Down
-0.34,18.0,385.0,-151.0,466.0,1.74218,639.0,Up
639.0,-0.34,18.0,385.0,-151.0,1.65411,97.0,Up
97.0,639.0,-0.34,18.0,385.0,1.38143,-607.0,Down
-607.0,97.0,639.0,-0.34,18.0,1.84068,0.9,Up
0.9,-607.0,97.0,639.0,-0.34,1.8101,172.0,Up
172.0,0.9,-607.0,97.0,639.0,1.81379,-687.0,Down
-687.0,172.0,0.9,-607.0,97.0,1.62752,125.0,Up
125.0,-687.0,172.0,0.9,-607.0,1.54712,-21.0,Down
-21.0,125.0,-687.0,172.0,0.9,1.85137,-216.0,Down
-216.0,-21.0,125.0,-687.0,172.0,1.71549,524.0,Up
524.0,-216.0,-21.0,125.0,-687.0,1.82412,-235.0,Down
-235.0,524.0,-216.0,-21.0,125.0,1.66418,226.0,Up
226.0,-235.0,524.0,-216.0,-21.0,1.66135,257.0,Up
257.0,226.0,-235.0,524.0,-216.0,1.69815,222.0,Up
222.0,257.0,226.0,-235.0,524.0,1.84044,363.0,Up
363.0,222.0,257.0,226.0,-235.0,1.77604,495.0,Up
495.0,363.0,222.0,257.0,226.0,2.40737,-71.0,Down
-71.0,495.0,363.0,222.0,257.0,1.71453,-205.0,Down
-205.0,-71.0,495.0,363.0,222.0,1.7207,22.0,Up
22.0,-205.0,-71.0,495.0,363.0,1.82325,-1083.0,Down
-1083.0,22.0,-205.0,-71.0,495.0,2.02992,-763.0,Down
-763.0,-1083.0,22.0,-205.0,-71.0,2.4188,-74.0,Down
-74.0,-763.0,-1083.0,22.0,-205.0,1.73862,914.0,Up
914.0,-74.0,-763.0,-1083.0,22.0,1.77241,-143.0,Down
-143.0,914.0,-74.0,-763.0,-1083.0,1.76928,-0.71,Down
-0.71,-143.0,914.0,-74.0,-763.0,2.10949,261.0,Up
261.0,-0.71,-143.0,914.0,-74.0,1.59382,883.0,Up
883.0,261.0,-0.71,-143.0,914.0,1.80582,-834.0,Down
-834.0,883.0,261.0,-0.71,-143.0,1.88347,245.0,Up
245.0,-834.0,883.0,261.0,-0.71,1.95244,1168.0,Up
1168.0,245.0,-834.0,883.0,261.0,1.90081,625.0,Up
625.0,1168.0,245.0,-834.0,883.0,1.8463,227.0,Up
227.0,625.0,1168.0,245.0,-834.0,1.93201,88.0,Up
88.0,227.0,625.0,1168.0,245.0,1.8125,262.0,Up
262.0,88.0,227.0,625.0,1168.0,2.04871,116.0,Up
116.0,262.0,88.0,227.0,625.0,1.7164,-553.0,Down
-553.0,116.0,262.0,88.0,227.0,1.5821,673.0,Up
673.0,-553.0,116.0,262.0,88.0,2.04128,476.0,Up
476.0,673.0,-553.0,116.0,262.0,2.06334,-661.0,Down
-661.0,476.0,673.0,-553.0,116.0,2.12984,541.0,Up
541.0,-661.0,476.0,673.0,-553.0,1.76699,-377.0,Down
