,Date,Hour,load,T
60439,2010-11-23,8,3449.0,43.666666667
60440,2010-11-23,9,3479.0,45.0
60441,2010-11-23,10,3519.0,46.333333333
60442,2010-11-23,11,3557.0,47.666666667
60443,2010-11-23,12,3568.0,48.0
60444,2010-11-23,13,3550.0,48.666666667
60445,2010-11-23,14,3546.0,50.0
60446,2010-11-23,15,3528.0,49.666666667
60447,2010-11-23,16,3562.0,49.333333333
60448,2010-11-23,17,3762.0,47.666666667
60449,2010-11-23,18,3922.0,47.333333333
60450,2010-11-23,19,3864.0,47.333333333
60451,2010-11-23,20,3736.0,46.333333333
60452,2010-11-23,21,3554.0,45.0
60453,2010-11-23,22,3298.0,43.333333333
60454,2010-11-23,23,2989.0,43.0
60455,2010-11-23,24,2724.0,43.333333333
60456,2010-11-24,1,2542.0,42.666666667
60457,2010-11-24,2,2448.0,42.666666667
60458,2010-11-24,3,2419.0,42.0
60459,2010-11-24,4,2440.0,40.0
60460,2010-11-24,5,2541.0,38.0
60461,2010-11-24,6,2817.0,37.0
60462,2010-11-24,7,3208.0,37.0
60463,2010-11-24,8,3473.0,36.0
60464,2010-11-24,9,3617.0,35.0
60465,2010-11-24,10,3696.0,35.333333333
60466,2010-11-24,11,3759.0,37.0
60467,2010-11-24,12,3775.0,38.666666667
60468,2010-11-24,13,3712.0,39.666666667
60469,2010-11-24,14,3670.0,40.0
60470,2010-11-24,15,3638.0,39.333333333
60471,2010-11-24,16,3613.0,38.666666667
60472,2010-11-24,17,3888.0,37.0
60473,2010-11-24,18,4082.0,35.0
60474,2010-11-24,19,4025.0,33.666666667
60475,2010-11-24,20,3911.0,32.333333333
60476,2010-11-24,21,3753.0,31.666666667
60477,2010-11-24,22,3524.0,31.0
60478,2010-11-24,23,3231.0,30.0
60479,2010-11-24,24,2951.0,29.333333333
60480,2010-11-25,1,2744.0,29.0
60481,2010-11-25,2,2639.0,28.0
60482,2010-11-25,3,2581.0,27.333333333
60483,2010-11-25,4,2566.0,26.333333333
60484,2010-11-25,5,2610.0,25.666666667
60485,2010-11-25,6,2730.0,24.666666667
60486,2010-11-25,7,2907.0,24.666666667
60487,2010-11-25,8,3159.0,23.0
60488,2010-11-25,9,3451.0,24.666666667
60489,2010-11-25,10,3641.0,26.666666667
60490,2010-11-25,11,3707.0,29.666666667
60491,2010-11-25,12,3650.0,31.333333333
60492,2010-11-25,13,3462.0,32.666666667
60493,2010-11-25,14,3237.0,34.0
60494,2010-11-25,15,3082.0,34.666666667
60495,2010-11-25,16,3026.0,34.0
60496,2010-11-25,17,3195.0,33.333333333
60497,2010-11-25,18,3245.0,32.0
60498,2010-11-25,19,3230.0,31.666666667
60499,2010-11-25,20,3205.0,31.0
60500,2010-11-25,21,3122.0,30.666666667
60501,2010-11-25,22,2994.0,31.333333333
60502,2010-11-25,23,2804.0,30.333333333
60503,2010-11-25,24,2615.0,31.333333333
60504,2010-11-26,1,2480.0,31.666666667
60505,2010-11-26,2,2408.0,33.0
60506,2010-11-26,3,2367.0,32.666666667
60507,2010-11-26,4,2372.0,32.0
60508,2010-11-26,5,2434.0,31.666666667
60509,2010-11-26,6,2571.0,31.666666667
60510,2010-11-26,7,2771.0,32.333333333
60511,2010-11-26,8,2978.0,33.0
60512,2010-11-26,9,3176.0,33.666666667
60513,2010-11-26,10,3327.0,34.333333333
60514,2010-11-26,11,3424.0,35.0
60515,2010-11-26,12,3441.0,35.666666667
60516,2010-11-26,13,3392.0,36.0
60517,2010-11-26,14,3331.0,36.666666667
60518,2010-11-26,15,3277.0,37.0
60519,2010-11-26,16,3280.0,39.0
60520,2010-11-26,17,3577.0,37.333333333
60521,2010-11-26,18,3761.0,36.333333333
60522,2010-11-26,19,3708.0,35.333333333
60523,2010-11-26,20,3613.0,34.333333333
60524,2010-11-26,21,3477.0,33.0
60525,2010-11-26,22,3293.0,31.666666667
60526,2010-11-26,23,3054.0,31.333333333
60527,2010-11-26,24,2817.0,29.0
60528,2010-11-27,1,2653.0,30.0
60529,2010-11-27,2,2556.0,30.333333333
60530,2010-11-27,3,2500.0,30.666666667
60531,2010-11-27,4,2483.0,31.0
60532,2010-11-27,5,2526.0,30.666666667
60533,2010-11-27,6,2639.0,29.666666667
60534,2010-11-27,7,2827.0,28.0
60535,2010-11-27,8,3028.0,27.333333333
60536,2010-11-27,9,3272.0,29.0
60537,2010-11-27,10,3421.0,33.0
60538,2010-11-27,11,3480.0,35.0
60539,2010-11-27,12,3451.0,36.333333333
60540,2010-11-27,13,3405.0,36.333333333
60541,2010-11-27,14,3345.0,36.333333333
60542,2010-11-27,15,3322.0,37.666666667
60543,2010-11-27,16,3391.0,36.666666667
60544,2010-11-27,17,3699.0,34.333333333
60545,2010-11-27,18,3874.0,31.0
60546,2010-11-27,19,3808.0,29.0
60547,2010-11-27,20,3696.0,28.666666667
60548,2010-11-27,21,3569.0,28.666666667
60549,2010-11-27,22,3401.0,27.666666667
60550,2010-11-27,23,3166.0,26.0
60551,2010-11-27,24,2939.0,24.333333333
60552,2010-11-28,1,2762.0,23.666666667
60553,2010-11-28,2,2674.0,22.666666667
60554,2010-11-28,3,2610.0,22.666666667
60555,2010-11-28,4,2618.0,21.666666667
60556,2010-11-28,5,2650.0,22.666666667
60557,2010-11-28,6,2738.0,22.666666667
60558,2010-11-28,7,2882.0,22.333333333
60559,2010-11-28,8,3080.0,22.0
60560,2010-11-28,9,3311.0,24.333333333
60561,2010-11-28,10,3451.0,27.666666667
60562,2010-11-28,11,3485.0,31.333333333
60563,2010-11-28,12,3492.0,34.0
60564,2010-11-28,13,3494.0,36.666666667
60565,2010-11-28,14,3400.0,38.333333333
60566,2010-11-28,15,3356.0,39.666666667
60567,2010-11-28,16,3404.0,38.666666667
60568,2010-11-28,17,3788.0,37.0
60569,2010-11-28,18,4005.0,35.333333333
60570,2010-11-28,19,3943.0,34.0
60571,2010-11-28,20,3828.0,34.333333333
60572,2010-11-28,21,3627.0,31.666666667
60573,2010-11-28,22,3341.0,30.0
60574,2010-11-28,23,3023.0,29.666666667
60575,2010-11-28,24,2793.0,27.666666667
60576,2010-11-29,1,2650.0,27.333333333
60577,2010-11-29,2,2601.0,26.333333333
60578,2010-11-29,3,2555.0,25.666666667
60579,2010-11-29,4,2565.0,27.0
60580,2010-11-29,5,2683.0,25.666666667
60581,2010-11-29,6,3002.0,24.0
60582,2010-11-29,7,3524.0,23.0
60583,2010-11-29,8,3740.0,22.666666667
60584,2010-11-29,9,3750.0,25.666666667
60585,2010-11-29,10,3725.0,31.333333333
60586,2010-11-29,11,3687.0,36.666666667
60587,2010-11-29,12,3634.0,39.666666667
60588,2010-11-29,13,3571.0,41.666666667
60589,2010-11-29,14,3543.0,42.333333333
60590,2010-11-29,15,3496.0,42.666666667
60591,2010-11-29,16,3528.0,41.333333333
60592,2010-11-29,17,3854.0,39.666666667
60593,2010-11-29,18,4102.0,35.666666667
60594,2010-11-29,19,4084.0,33.666666667
60595,2010-11-29,20,3975.0,31.666666667
60596,2010-11-29,21,3771.0,30.333333333
60597,2010-11-29,22,3458.0,29.0
60598,2010-11-29,23,3112.0,29.333333333
60599,2010-11-29,24,2836.0,29.0
60600,2010-11-30,1,2650.0,28.666666667
60601,2010-11-30,2,2564.0,27.333333333
60602,2010-11-30,3,2537.0,28.0
60603,2010-11-30,4,2544.0,28.333333333
60604,2010-11-30,5,2641.0,27.333333333
60605,2010-11-30,6,2935.0,26.666666667
60606,2010-11-30,7,3441.0,29.0
60607,2010-11-30,8,3635.0,29.666666667
60608,2010-11-30,9,3634.0,30.333333333
60609,2010-11-30,10,3649.0,32.666666667
60610,2010-11-30,11,3647.0,37.0
60611,2010-11-30,12,3624.0,40.666666667
60612,2010-11-30,13,3575.0,43.333333333
60613,2010-11-30,14,3558.0,44.333333333
60614,2010-11-30,15,3548.0,45.333333333
60615,2010-11-30,16,3600.0,44.0
60616,2010-11-30,17,3908.0,43.333333333
60617,2010-11-30,18,4076.0,42.666666667
60618,2010-11-30,19,4034.0,42.333333333
60619,2010-11-30,20,3906.0,42.333333333
60620,2010-11-30,21,3700.0,42.333333333
60621,2010-11-30,22,3395.0,42.666666667
60622,2010-11-30,23,3027.0,42.333333333
60623,2010-11-30,24,2737.0,42.666666667
60624,2010-12-01,1,2569.0,42.666666667
60625,2010-12-01,2,2473.0,43.333333333
60626,2010-12-01,3,2423.0,44.333333333
60627,2010-12-01,4,2425.0,44.666666667
60628,2010-12-01,5,2517.0,44.666666667
60629,2010-12-01,6,2785.0,45.333333333
60630,2010-12-01,7,3292.0,46.0
60631,2010-12-01,8,3551.0,47.0
60632,2010-12-01,9,3575.0,47.333333333
60633,2010-12-01,10,3585.0,48.333333333
60634,2010-12-01,11,3603.0,49.333333333
60635,2010-12-01,12,3606.0,50.0
60636,2010-12-01,13,3571.0,50.333333333
60637,2010-12-01,14,3580.0,51.666666667
60638,2010-12-01,15,3556.0,51.0
60639,2010-12-01,16,3583.0,50.666666667
60640,2010-12-01,17,3849.0,49.666666667
60641,2010-12-01,18,3989.0,50.0
60642,2010-12-01,19,3932.0,50.0
60643,2010-12-01,20,3806.0,46.666666667
60644,2010-12-01,21,3610.0,46.0
60645,2010-12-01,22,3320.0,45.666666667
60646,2010-12-01,23,2980.0,44.0
60647,2010-12-01,24,2706.0,44.0
60648,2010-12-02,1,2520.0,42.666666667
60649,2010-12-02,2,2442.0,41.666666667
60650,2010-12-02,3,2395.0,41.333333333
60651,2010-12-02,4,2401.0,40.666666667
60652,2010-12-02,5,2500.0,40.666666667
60653,2010-12-02,6,2814.0,37.666666667
60654,2010-12-02,7,3325.0,37.333333333
60655,2010-12-02,8,3567.0,37.0
60656,2010-12-02,9,3566.0,37.333333333
60657,2010-12-02,10,3584.0,39.0
60658,2010-12-02,11,3599.0,41.0
60659,2010-12-02,12,3579.0,42.0
60660,2010-12-02,13,3546.0,42.666666667
60661,2010-12-02,14,3534.0,43.666666667
60662,2010-12-02,15,3513.0,43.666666667
60663,2010-12-02,16,3554.0,42.333333333
60664,2010-12-02,17,3885.0,40.333333333
60665,2010-12-02,18,4117.0,38.333333333
60666,2010-12-02,19,4112.0,36.666666667
60667,2010-12-02,20,4015.0,34.666666667
60668,2010-12-02,21,3855.0,33.333333333
60669,2010-12-02,22,3566.0,32.666666667
60670,2010-12-02,23,3202.0,31.666666667
60671,2010-12-02,24,2900.0,31.333333333
60672,2010-12-03,1,2727.0,30.333333333
60673,2010-12-03,2,2645.0,29.333333333
60674,2010-12-03,3,2601.0,27.666666667
60675,2010-12-03,4,2626.0,28.333333333
60676,2010-12-03,5,2720.0,27.333333333
60677,2010-12-03,6,2999.0,27.333333333
60678,2010-12-03,7,3505.0,28.0
60679,2010-12-03,8,3735.0,29.333333333
60680,2010-12-03,9,3754.0,31.0
60681,2010-12-03,10,3759.0,33.333333333
60682,2010-12-03,11,3757.0,35.666666667
60683,2010-12-03,12,3725.0,37.333333333
60684,2010-12-03,13,3677.0,39.0
60685,2010-12-03,14,3668.0,38.666666667
60686,2010-12-03,15,3645.0,39.0
60687,2010-12-03,16,3676.0,38.0
60688,2010-12-03,17,3967.0,37.0
60689,2010-12-03,18,4090.0,36.666666667
60690,2010-12-03,19,4009.0,36.0
60691,2010-12-03,20,3887.0,35.0
60692,2010-12-03,21,3742.0,35.333333333
60693,2010-12-03,22,3526.0,33.666666667
60694,2010-12-03,23,3242.0,33.666666667
60695,2010-12-03,24,2953.0,33.666666667
60696,2010-12-04,1,2761.0,33.333333333
60697,2010-12-04,2,2650.0,33.0
60698,2010-12-04,3,2586.0,31.333333333
60699,2010-12-04,4,2569.0,31.333333333
60700,2010-12-04,5,2608.0,31.666666667
60701,2010-12-04,6,2713.0,32.0
60702,2010-12-04,7,2936.0,32.0
60703,2010-12-04,8,3185.0,31.666666667
60704,2010-12-04,9,3396.0,32.0
60705,2010-12-04,10,3506.0,32.333333333
60706,2010-12-04,11,3526.0,32.666666667
60707,2010-12-04,12,3505.0,35.0
60708,2010-12-04,13,3470.0,36.0
60709,2010-12-04,14,3445.0,36.333333333
60710,2010-12-04,15,3424.0,36.0
60711,2010-12-04,16,3467.0,35.0
60712,2010-12-04,17,3801.0,33.333333333
60713,2010-12-04,18,3983.0,32.0
60714,2010-12-04,19,3915.0,31.0
60715,2010-12-04,20,3787.0,30.0
60716,2010-12-04,21,3639.0,29.666666667
60717,2010-12-04,22,3444.0,27.666666667
60718,2010-12-04,23,3192.0,27.333333333
60719,2010-12-04,24,2944.0,27.333333333
60720,2010-12-05,1,2764.0,27.0
60721,2010-12-05,2,2653.0,27.0
60722,2010-12-05,3,2593.0,26.666666667
60723,2010-12-05,4,2578.0,26.666666667
60724,2010-12-05,5,2611.0,26.333333333
60725,2010-12-05,6,2693.0,26.666666667
60726,2010-12-05,7,2854.0,26.333333333
60727,2010-12-05,8,3065.0,26.0
60728,2010-12-05,9,3338.0,26.666666667
60729,2010-12-05,10,3504.0,28.0
60730,2010-12-05,11,3576.0,28.333333333
60731,2010-12-05,12,3593.0,29.666666667
60732,2010-12-05,13,3596.0,30.333333333
60733,2010-12-05,14,3572.0,30.666666667
60734,2010-12-05,15,3561.0,30.333333333
60735,2010-12-05,16,3641.0,30.0
60736,2010-12-05,17,4008.0,29.0
60737,2010-12-05,18,4213.0,29.0
60738,2010-12-05,19,4152.0,28.666666667
60739,2010-12-05,20,4023.0,27.666666667
60740,2010-12-05,21,3834.0,26.333333333
60741,2010-12-05,22,3543.0,25.666666667
60742,2010-12-05,23,3199.0,25.333333333
60743,2010-12-05,24,2952.0,24.333333333
60744,2010-12-06,1,2796.0,24.0
60745,2010-12-06,2,2711.0,24.333333333
60746,2010-12-06,3,2703.0,24.666666667
60747,2010-12-06,4,2719.0,24.333333333
60748,2010-12-06,5,2824.0,24.0
60749,2010-12-06,6,3136.0,23.666666667
60750,2010-12-06,7,3641.0,24.333333333
60751,2010-12-06,8,3872.0,24.666666667
60752,2010-12-06,9,3919.0,25.0
60753,2010-12-06,10,3960.0,26.0
60754,2010-12-06,11,3994.0,27.0
60755,2010-12-06,12,3997.0,27.0
60756,2010-12-06,13,3974.0,27.666666667
60757,2010-12-06,14,3971.0,28.0
60758,2010-12-06,15,3964.0,28.0
60759,2010-12-06,16,4025.0,27.333333333
60760,2010-12-06,17,4373.0,27.0
60761,2010-12-06,18,4566.0,26.333333333
60762,2010-12-06,19,4515.0,26.0
60763,2010-12-06,20,4387.0,26.333333333
60764,2010-12-06,21,4181.0,26.666666667
60765,2010-12-06,22,3855.0,26.0
60766,2010-12-06,23,3501.0,26.333333333
60767,2010-12-06,24,3176.0,26.0
60768,2010-12-07,1,2952.0,25.666666667
60769,2010-12-07,2,2844.0,25.666666667
60770,2010-12-07,3,2808.0,25.666666667
60771,2010-12-07,4,2792.0,25.333333333
60772,2010-12-07,5,2870.0,25.333333333
60773,2010-12-07,6,3182.0,25.0
60774,2010-12-07,7,3696.0,25.0
60775,2010-12-07,8,3913.0,24.666666667
60776,2010-12-07,9,3895.0,25.0
60777,2010-12-07,10,3908.0,27.333333333
60778,2010-12-07,11,3917.0,28.666666667
60779,2010-12-07,12,3907.0,28.666666667
60780,2010-12-07,13,3859.0,28.666666667
60781,2010-12-07,14,3849.0,30.0
60782,2010-12-07,15,3831.0,29.333333333
60783,2010-12-07,16,3875.0,29.333333333
60784,2010-12-07,17,4232.0,27.333333333
60785,2010-12-07,18,4453.0,26.666666667
60786,2010-12-07,19,4430.0,26.0
60787,2010-12-07,20,4315.0,26.0
60788,2010-12-07,21,4124.0,25.333333333
60789,2010-12-07,22,3819.0,24.666666667
60790,2010-12-07,23,3456.0,23.666666667
60791,2010-12-07,24,3163.0,23.0
60792,2010-12-08,1,2971.0,22.333333333
60793,2010-12-08,2,2879.0,21.333333333
60794,2010-12-08,3,2835.0,21.666666667
60795,2010-12-08,4,2819.0,20.666666667
60796,2010-12-08,5,2915.0,21.333333333
60797,2010-12-08,6,3210.0,20.333333333
60798,2010-12-08,7,3728.0,21.0
60799,2010-12-08,8,3946.0,21.0
60800,2010-12-08,9,3948.0,21.333333333
60801,2010-12-08,10,3952.0,22.666666667
60802,2010-12-08,11,3954.0,24.0
60803,2010-12-08,12,3937.0,25.333333333
60804,2010-12-08,13,3890.0,25.666666667
60805,2010-12-08,14,3872.0,27.333333333
60806,2010-12-08,15,3834.0,26.0
60807,2010-12-08,16,3892.0,25.666666667
60808,2010-12-08,17,4256.0,24.0
60809,2010-12-08,18,4476.0,23.0
60810,2010-12-08,19,4467.0,22.0
60811,2010-12-08,20,4355.0,20.666666667
60812,2010-12-08,21,4178.0,19.666666667
60813,2010-12-08,22,3897.0,19.333333333
60814,2010-12-08,23,3529.0,19.0
60815,2010-12-08,24,3241.0,18.333333333
60816,2010-12-09,1,3054.0,17.666666667
60817,2010-12-09,2,2944.0,15.666666667
60818,2010-12-09,3,2890.0,15.0
60819,2010-12-09,4,2898.0,15.666666667
60820,2010-12-09,5,3006.0,14.333333333
60821,2010-12-09,6,3309.0,13.333333333
60822,2010-12-09,7,3832.0,14.333333333
60823,2010-12-09,8,4057.0,14.666666667
60824,2010-12-09,9,4044.0,16.333333333
60825,2010-12-09,10,4042.0,17.333333333
60826,2010-12-09,11,4033.0,19.333333333
60827,2010-12-09,12,4000.0,21.0
60828,2010-12-09,13,3957.0,22.666666667
60829,2010-12-09,14,3939.0,23.333333333
60830,2010-12-09,15,3901.0,22.666666667
60831,2010-12-09,16,3938.0,21.666666667
60832,2010-12-09,17,4290.0,20.0
60833,2010-12-09,18,4519.0,18.666666667
60834,2010-12-09,19,4499.0,17.333333333
60835,2010-12-09,20,4412.0,16.0
60836,2010-12-09,21,4260.0,15.666666667
60837,2010-12-09,22,3973.0,15.666666667
60838,2010-12-09,23,3614.0,14.333333333
60839,2010-12-09,24,3308.0,13.666666667
60840,2010-12-10,1,3128.0,12.666666667
60841,2010-12-10,2,3049.0,12.0
60842,2010-12-10,3,3023.0,10.333333333
60843,2010-12-10,4,3023.0,8.3333333333
60844,2010-12-10,5,3121.0,7.3333333333
60845,2010-12-10,6,3405.0,6.6666666667
60846,2010-12-10,7,3929.0,5.3333333333
60847,2010-12-10,8,4135.0,5.0
60848,2010-12-10,9,4131.0,7.0
60849,2010-12-10,10,4119.0,12.333333333
60850,2010-12-10,11,4101.0,15.333333333
60851,2010-12-10,12,4085.0,17.666666667
60852,2010-12-10,13,4030.0,19.0
60853,2010-12-10,14,3994.0,21.0
60854,2010-12-10,15,3957.0,22.333333333
60855,2010-12-10,16,3997.0,23.0
60856,2010-12-10,17,4291.0,22.666666667
60857,2010-12-10,18,4420.0,22.666666667
60858,2010-12-10,19,4337.0,22.666666667
60859,2010-12-10,20,4201.0,22.333333333
60860,2010-12-10,21,4058.0,22.0
60861,2010-12-10,22,3810.0,22.666666667
60862,2010-12-10,23,3503.0,23.666666667
60863,2010-12-10,24,3210.0,24.333333333
60864,2010-12-11,1,2983.0,24.333333333
60865,2010-12-11,2,2860.0,24.333333333
60866,2010-12-11,3,2793.0,24.0
60867,2010-12-11,4,2763.0,24.666666667
60868,2010-12-11,5,2796.0,25.333333333
60869,2010-12-11,6,2909.0,26.0
60870,2010-12-11,7,3132.0,26.0
60871,2010-12-11,8,3368.0,27.0
60872,2010-12-11,9,3587.0,27.333333333
60873,2010-12-11,10,3684.0,28.333333333
60874,2010-12-11,11,3667.0,30.666666667
60875,2010-12-11,12,3613.0,33.0
60876,2010-12-11,13,3524.0,36.0
60877,2010-12-11,14,3462.0,37.333333333
60878,2010-12-11,15,3419.0,38.666666667
60879,2010-12-11,16,3473.0,38.666666667
60880,2010-12-11,17,3828.0,37.333333333
60881,2010-12-11,18,4003.0,36.0
60882,2010-12-11,19,3915.0,33.333333333
60883,2010-12-11,20,3785.0,31.333333333
60884,2010-12-11,21,3654.0,29.0
60885,2010-12-11,22,3463.0,29.0
60886,2010-12-11,23,3197.0,27.333333333
60887,2010-12-11,24,2940.0,25.333333333
60888,2010-12-12,1,2761.0,25.0
60889,2010-12-12,2,2647.0,24.0
60890,2010-12-12,3,2592.0,22.0
60891,2010-12-12,4,2562.0,21.333333333
60892,2010-12-12,5,2607.0,20.666666667
60893,2010-12-12,6,2671.0,22.0
60894,2010-12-12,7,2823.0,24.333333333
60895,2010-12-12,8,3056.0,26.666666667
60896,2010-12-12,9,3325.0,29.333333333
60897,2010-12-12,10,3533.0,31.666666667
60898,2010-12-12,11,3665.0,34.333333333
60899,2010-12-12,12,3723.0,38.666666667
60900,2010-12-12,13,3747.0,40.0
60901,2010-12-12,14,3713.0,41.333333333
60902,2010-12-12,15,3694.0,44.333333333
60903,2010-12-12,16,3753.0,45.333333333
60904,2010-12-12,17,4005.0,47.666666667
60905,2010-12-12,18,4094.0,48.333333333
60906,2010-12-12,19,3999.0,49.333333333
60907,2010-12-12,20,3842.0,50.0
60908,2010-12-12,21,3634.0,50.666666667
60909,2010-12-12,22,3331.0,51.333333333
60910,2010-12-12,23,2972.0,50.0
60911,2010-12-12,24,2701.0,49.333333333
60912,2010-12-13,1,2511.0,49.333333333
60913,2010-12-13,2,2418.0,49.0
60914,2010-12-13,3,2380.0,49.666666667
60915,2010-12-13,4,2383.0,50.333333333
60916,2010-12-13,5,2473.0,49.666666667
60917,2010-12-13,6,2761.0,49.0
60918,2010-12-13,7,3262.0,47.666666667
60919,2010-12-13,8,3581.0,47.333333333
60920,2010-12-13,9,3619.0,46.333333333
60921,2010-12-13,10,3671.0,46.0
60922,2010-12-13,11,3723.0,46.333333333
60923,2010-12-13,12,3731.0,45.666666667
60924,2010-12-13,13,3721.0,44.666666667
60925,2010-12-13,14,3726.0,44.666666667
60926,2010-12-13,15,3719.0,43.666666667
60927,2010-12-13,16,3797.0,42.666666667
60928,2010-12-13,17,4062.0,41.666666667
60929,2010-12-13,18,4230.0,40.333333333
60930,2010-12-13,19,4198.0,39.0
60931,2010-12-13,20,4097.0,38.333333333
60932,2010-12-13,21,3906.0,38.0
60933,2010-12-13,22,3590.0,34.666666667
60934,2010-12-13,23,3229.0,34.0
60935,2010-12-13,24,2944.0,31.333333333
60936,2010-12-14,1,2742.0,29.666666667
60937,2010-12-14,2,2660.0,29.666666667
60938,2010-12-14,3,2634.0,29.0
60939,2010-12-14,4,2651.0,27.666666667
60940,2010-12-14,5,2745.0,26.333333333
60941,2010-12-14,6,3061.0,25.0
60942,2010-12-14,7,3584.0,23.666666667
60943,2010-12-14,8,3820.0,23.0
60944,2010-12-14,9,3837.0,22.666666667
60945,2010-12-14,10,3856.0,21.666666667
60946,2010-12-14,11,3865.0,22.666666667
60947,2010-12-14,12,3851.0,22.666666667
60948,2010-12-14,13,3813.0,24.333333333
60949,2010-12-14,14,3812.0,24.333333333
60950,2010-12-14,15,3816.0,23.666666667
60951,2010-12-14,16,3891.0,23.666666667
60952,2010-12-14,17,4252.0,22.666666667
60953,2010-12-14,18,4486.0,21.333333333
60954,2010-12-14,19,4458.0,21.0
60955,2010-12-14,20,4357.0,20.0
60956,2010-12-14,21,4198.0,19.666666667
60957,2010-12-14,22,3931.0,19.333333333
60958,2010-12-14,23,3544.0,18.333333333
60959,2010-12-14,24,3228.0,17.333333333
60960,2010-12-15,1,3023.0,17.0
60961,2010-12-15,2,2934.0,14.666666667
60962,2010-12-15,3,2895.0,14.0
60963,2010-12-15,4,2911.0,14.666666667
60964,2010-12-15,5,3008.0,15.0
60965,2010-12-15,6,3300.0,15.666666667
60966,2010-12-15,7,3822.0,15.666666667
60967,2010-12-15,8,4040.0,15.333333333
60968,2010-12-15,9,4039.0,15.333333333
60969,2010-12-15,10,4007.0,16.333333333
60970,2010-12-15,11,4009.0,17.0
60971,2010-12-15,12,4039.0,17.333333333
60972,2010-12-15,13,4032.0,18.0
60973,2010-12-15,14,4030.0,18.333333333
60974,2010-12-15,15,4006.0,18.333333333
60975,2010-12-15,16,4056.0,18.333333333
60976,2010-12-15,17,4391.0,17.333333333
60977,2010-12-15,18,4597.0,16.666666667
60978,2010-12-15,19,4549.0,16.333333333
60979,2010-12-15,20,4467.0,16.333333333
60980,2010-12-15,21,4302.0,16.0
60981,2010-12-15,22,4028.0,16.333333333
60982,2010-12-15,23,3632.0,15.666666667
60983,2010-12-15,24,3305.0,15.666666667
60984,2010-12-16,1,3099.0,15.333333333
60985,2010-12-16,2,3003.0,15.0
60986,2010-12-16,3,2966.0,14.333333333
60987,2010-12-16,4,2967.0,14.666666667
60988,2010-12-16,5,3055.0,13.666666667
60989,2010-12-16,6,3363.0,13.666666667
60990,2010-12-16,7,3895.0,13.666666667
60991,2010-12-16,8,4127.0,12.666666667
60992,2010-12-16,9,4106.0,13.666666667
60993,2010-12-16,10,4082.0,16.333333333
60994,2010-12-16,11,4044.0,19.0
60995,2010-12-16,12,4011.0,22.0
60996,2010-12-16,13,3961.0,24.0
60997,2010-12-16,14,3942.0,25.666666667
60998,2010-12-16,15,3921.0,26.0
60999,2010-12-16,16,3966.0,26.666666667
61000,2010-12-16,17,4296.0,26.0
61001,2010-12-16,18,4510.0,24.666666667
61002,2010-12-16,19,4506.0,24.0
61003,2010-12-16,20,4418.0,21.666666667
61004,2010-12-16,21,4253.0,21.666666667
61005,2010-12-16,22,3994.0,20.0
61006,2010-12-16,23,3614.0,19.666666667
61007,2010-12-16,24,3302.0,18.666666667
61008,2010-12-17,1,3096.0,18.333333333
61009,2010-12-17,2,3001.0,17.333333333
61010,2010-12-17,3,2952.0,17.0
61011,2010-12-17,4,2963.0,15.333333333
61012,2010-12-17,5,3049.0,14.666666667
61013,2010-12-17,6,3349.0,13.333333333
61014,2010-12-17,7,3859.0,12.333333333
61015,2010-12-17,8,4086.0,12.666666667
61016,2010-12-17,9,4069.0,13.666666667
61017,2010-12-17,10,4061.0,16.666666667
61018,2010-12-17,11,4025.0,20.333333333
61019,2010-12-17,12,3973.0,24.666666667
61020,2010-12-17,13,3931.0,28.0
61021,2010-12-17,14,3878.0,29.0
61022,2010-12-17,15,3832.0,28.333333333
61023,2010-12-17,16,3879.0,27.666666667
61024,2010-12-17,17,4222.0,26.333333333
61025,2010-12-17,18,4408.0,24.666666667
61026,2010-12-17,19,4351.0,23.666666667
61027,2010-12-17,20,4206.0,22.0
61028,2010-12-17,21,4101.0,19.666666667
61029,2010-12-17,22,3945.0,18.333333333
61030,2010-12-17,23,3658.0,17.666666667
61031,2010-12-17,24,3346.0,17.333333333
61032,2010-12-18,1,3119.0,16.666666667
61033,2010-12-18,2,3003.0,16.333333333
61034,2010-12-18,3,2951.0,15.666666667
61035,2010-12-18,4,2942.0,15.333333333
61036,2010-12-18,5,2993.0,16.333333333
61037,2010-12-18,6,3113.0,17.0
61038,2010-12-18,7,3359.0,18.0
61039,2010-12-18,8,3605.0,17.0
61040,2010-12-18,9,3816.0,18.0
61041,2010-12-18,10,3903.0,22.333333333
61042,2010-12-18,11,3872.0,25.0
61043,2010-12-18,12,3794.0,28.333333333
61044,2010-12-18,13,3692.0,30.666666667
61045,2010-12-18,14,3599.0,32.0
61046,2010-12-18,15,3550.0,32.333333333
61047,2010-12-18,16,3592.0,32.333333333
61048,2010-12-18,17,3944.0,30.666666667
61049,2010-12-18,18,4136.0,29.333333333
61050,2010-12-18,19,4062.0,28.0
61051,2010-12-18,20,3955.0,26.666666667
61052,2010-12-18,21,3832.0,25.333333333
61053,2010-12-18,22,3661.0,25.0
61054,2010-12-18,23,3399.0,24.0
61055,2010-12-18,24,3143.0,23.333333333
61056,2010-12-19,1,2920.0,22.0
61057,2010-12-19,2,2806.0,20.333333333
61058,2010-12-19,3,2761.0,20.0
61059,2010-12-19,4,2746.0,20.0
61060,2010-12-19,5,2776.0,19.666666667
61061,2010-12-19,6,2885.0,19.0
61062,2010-12-19,7,3075.0,18.333333333
